"ID","Curve Batch Name","x","y","Sample Name"
"Noise Regime 131","Noise Regime",180,24676259.5254194,"180"
"Noise Regime 132","Noise Regime",0,272769,"0"
"Noise Regime 132","Noise Regime",30,424246.905232878,"30"
"Noise Regime 132","Noise Regime",60,766302.407524022,"60"
"Noise Regime 132","Noise Regime",90,1452336.14584111,"90"
"Noise Regime 132","Noise Regime",120,3519669.06753329,"120"
"Noise Regime 132","Noise Regime",150,4795395.58739518,"150"
"Noise Regime 132","Noise Regime",180,9325490.14731868,"180"
"Noise Regime 133","Noise Regime",0,98558.2420388412,"0"
"Noise Regime 133","Noise Regime",30,142582.64697941,"30"
"Noise Regime 133","Noise Regime",60,252895.6800122,"60"
"Noise Regime 133","Noise Regime",90,485076.863681101,"90"
"Noise Regime 133","Noise Regime",120,789976.398957861,"120"
"Noise Regime 133","Noise Regime",150,1987379.62266459,"150"
"Noise Regime 133","Noise Regime",180,2140619.6331718,"180"
"Noise Regime 134","Noise Regime",0,176737,"0"
"Noise Regime 134","Noise Regime",30,227512.931151152,"30"
"Noise Regime 134","Noise Regime",60,589311.833494261,"60"
"Noise Regime 134","Noise Regime",90,1315904.5571409,"90"
"Noise Regime 134","Noise Regime",120,2425911.09473764,"120"
"Noise Regime 134","Noise Regime",150,3250218.24248869,"150"
"Noise Regime 134","Noise Regime",180,5792105.41591234,"180"
"Noise Regime 135","Noise Regime",0,46302.1843973493,"0"
"Noise Regime 135","Noise Regime",30,46948.5430617962,"30"
"Noise Regime 135","Noise Regime",60,144092.719207864,"60"
"Noise Regime 135","Noise Regime",90,237749.45620522,"90"
"Noise Regime 135","Noise Regime",120,409794.663278265,"120"
"Noise Regime 135","Noise Regime",150,587568.82334386,"150"
"Noise Regime 135","Noise Regime",180,1484185.72289764,"180"
"Noise Regime 136","Noise Regime",0,310361,"0"
"Noise Regime 136","Noise Regime",30,489603.341412625,"30"
"Noise Regime 136","Noise Regime",60,1037597.5510886,"60"
"Noise Regime 136","Noise Regime",90,2007420.10239187,"90"
"Noise Regime 136","Noise Regime",120,3162679.29124635,"120"
"Noise Regime 136","Noise Regime",150,5277802.06833482,"150"
"Noise Regime 136","Noise Regime",180,10316480.1020012,"180"
"Noise Regime 137","Noise Regime",0,327172,"0"
"Noise Regime 137","Noise Regime",30,526342.637940242,"30"
"Noise Regime 137","Noise Regime",60,1054739.74450867,"60"
"Noise Regime 137","Noise Regime",90,1913721.33668484,"90"
"Noise Regime 137","Noise Regime",120,3784772.6115002,"120"
"Noise Regime 137","Noise Regime",150,7844910.19381444,"150"
"Noise Regime 137","Noise Regime",180,12573343.9039322,"180"
"Noise Regime 138","Noise Regime",0,59427,"0"
"Noise Regime 138","Noise Regime",30,130221.421769535,"30"
"Noise Regime 138","Noise Regime",60,214867.621837062,"60"
"Noise Regime 138","Noise Regime",90,295248.756972941,"90"
"Noise Regime 138","Noise Regime",120,694596.740989374,"120"
"Noise Regime 138","Noise Regime",150,972030.446123029,"150"
"Noise Regime 138","Noise Regime",180,2483970.86882852,"180"
"Noise Regime 139","Noise Regime",0,846105,"0"
"Noise Regime 139","Noise Regime",30,1384559.2763259,"30"
"Noise Regime 139","Noise Regime",60,2450088.64072074,"60"
"Noise Regime 139","Noise Regime",90,6425564.36107847,"90"
"Noise Regime 139","Noise Regime",120,10714385.5439615,"120"
"Noise Regime 139","Noise Regime",150,18715862.3239939,"150"
"Noise Regime 139","Noise Regime",180,31308214.5334419,"180"
"Noise Regime 140","Noise Regime",0,969370.917793167,"0"
"Noise Regime 140","Noise Regime",30,1993309.39652798,"30"
"Noise Regime 140","Noise Regime",60,3301143.45839139,"60"
"Noise Regime 140","Noise Regime",90,5169861.45786505,"90"
"Noise Regime 140","Noise Regime",120,9407426.46468719,"120"
"Noise Regime 140","Noise Regime",150,16468812.7521837,"150"
"Noise Regime 140","Noise Regime",180,30513273.8938895,"180"
"Noise Regime 141","Noise Regime",0,891752.78311883,"0"
"Noise Regime 141","Noise Regime",30,893490.624633424,"30"
"Noise Regime 141","Noise Regime",60,2238435.35205565,"60"
"Noise Regime 141","Noise Regime",90,4467756.78257822,"90"
"Noise Regime 141","Noise Regime",120,6707479.68450434,"120"
"Noise Regime 141","Noise Regime",150,18811012.3441583,"150"
"Noise Regime 141","Noise Regime",180,26610395.9124138,"180"
"Noise Regime 142","Noise Regime",0,716280,"0"
"Noise Regime 142","Noise Regime",30,1475940.06189871,"30"
"Noise Regime 142","Noise Regime",60,3044856.12145114,"60"
"Noise Regime 142","Noise Regime",90,4252489.91919908,"90"
"Noise Regime 142","Noise Regime",120,8022494.32411283,"120"
"Noise Regime 142","Noise Regime",150,12340003.5681127,"150"
"Noise Regime 142","Noise Regime",180,31392186.6685706,"180"
"Noise Regime 143","Noise Regime",0,390898,"0"
"Noise Regime 143","Noise Regime",30,643327.296076218,"30"
"Noise Regime 143","Noise Regime",60,1252254.47395265,"60"
"Noise Regime 143","Noise Regime",90,1971719.00815573,"90"
"Noise Regime 143","Noise Regime",120,4132369.39962822,"120"
"Noise Regime 143","Noise Regime",150,6516586.02501661,"150"
"Noise Regime 143","Noise Regime",180,15077373.7181535,"180"
"Noise Regime 144","Noise Regime",0,616051.513622435,"0"
"Noise Regime 144","Noise Regime",30,1063295.41094184,"30"
"Noise Regime 144","Noise Regime",60,2259579.88094379,"60"
"Noise Regime 144","Noise Regime",90,3130259.08238951,"90"
"Noise Regime 144","Noise Regime",120,4098847.83157845,"120"
"Noise Regime 144","Noise Regime",150,11074292.0178153,"150"
"Noise Regime 144","Noise Regime",180,22060764.0321903,"180"
"Noise Regime 145","Noise Regime",0,891572.832654709,"0"
"Noise Regime 145","Noise Regime",30,1562913.36854904,"30"
"Noise Regime 145","Noise Regime",60,2643343.76935748,"60"
"Noise Regime 145","Noise Regime",90,4503791.79292542,"90"
"Noise Regime 145","Noise Regime",120,7449608.49224635,"120"
"Noise Regime 145","Noise Regime",150,14405514.193683,"150"
"Noise Regime 145","Noise Regime",180,28861926.9989727,"180"
"Noise Regime 146","Noise Regime",0,688222,"0"
"Noise Regime 146","Noise Regime",30,1117037.03072628,"30"
"Noise Regime 146","Noise Regime",60,3133493.10562041,"60"
"Noise Regime 146","Noise Regime",90,4487374.85366347,"90"
"Noise Regime 146","Noise Regime",120,6558173.14922397,"120"
"Noise Regime 146","Noise Regime",150,15753820.8916514,"150"
"Noise Regime 146","Noise Regime",180,25421021.914794,"180"
"Noise Regime 147","Noise Regime",0,552998.42011452,"0"
"Noise Regime 147","Noise Regime",30,991098.693266266,"30"
"Noise Regime 147","Noise Regime",60,1846632.58847521,"60"
"Noise Regime 147","Noise Regime",90,3525214.28649689,"90"
"Noise Regime 147","Noise Regime",120,5495296.27811447,"120"
"Noise Regime 147","Noise Regime",150,9938243.33271204,"150"
"Noise Regime 147","Noise Regime",180,19526293.9445164,"180"
"Noise Regime 148","Noise Regime",0,401362,"0"
"Noise Regime 148","Noise Regime",30,766103.392214153,"30"
"Noise Regime 148","Noise Regime",60,1112351.60199525,"60"
"Noise Regime 148","Noise Regime",90,1906931.9005379,"90"
"Noise Regime 148","Noise Regime",120,5679941.06375008,"120"
"Noise Regime 148","Noise Regime",150,8542769.46365797,"150"
"Noise Regime 148","Noise Regime",180,13814476.4275057,"180"
"Noise Regime 149","Noise Regime",0,908094.664013002,"0"
"Noise Regime 149","Noise Regime",30,1433622.85105387,"30"
"Noise Regime 149","Noise Regime",60,2775061.05071016,"60"
"Noise Regime 149","Noise Regime",90,4719703.36366592,"90"
"Noise Regime 149","Noise Regime",120,8281956.75304751,"120"
"Noise Regime 149","Noise Regime",150,17791966.19536,"150"
"Noise Regime 149","Noise Regime",180,30364423.7440526,"180"
"Noise Regime 150","Noise Regime",0,98637,"0"
"Noise Regime 150","Noise Regime",30,176080.806612183,"30"
"Noise Regime 150","Noise Regime",60,317221.234346239,"60"
"Noise Regime 150","Noise Regime",90,500512.948945238,"90"
"Noise Regime 150","Noise Regime",120,1250046.15259909,"120"
"Noise Regime 150","Noise Regime",150,1949276.6147192,"150"
"Noise Regime 150","Noise Regime",180,2859701.04546819,"180"
"Noise Regime 151","Noise Regime",0,657028,"0"
"Noise Regime 151","Noise Regime",30,1383781.99616832,"30"
"Noise Regime 151","Noise Regime",60,3013486.93493314,"60"
"Noise Regime 151","Noise Regime",90,3573124.01821978,"90"
"Noise Regime 151","Noise Regime",120,7142386.51921634,"120"
"Noise Regime 151","Noise Regime",150,13750613.8396138,"150"
"Noise Regime 151","Noise Regime",180,33817370.1566594,"180"
"Noise Regime 152","Noise Regime",0,890728,"0"
"Noise Regime 152","Noise Regime",30,1330191.6129268,"30"
"Noise Regime 152","Noise Regime",60,2856356.31141786,"60"
"Noise Regime 152","Noise Regime",90,5165610.01741972,"90"
"Noise Regime 152","Noise Regime",120,8743849.64832065,"120"
"Noise Regime 152","Noise Regime",150,22813102.9486094,"150"
"Noise Regime 152","Noise Regime",180,33856419.6009343,"180"
"Noise Regime 153","Noise Regime",0,423159.809489893,"0"
"Noise Regime 153","Noise Regime",30,556014.585662831,"30"
"Noise Regime 153","Noise Regime",60,1109128.0896531,"60"
"Noise Regime 153","Noise Regime",90,2371807.41030421,"90"
"Noise Regime 153","Noise Regime",120,3791798.43165859,"120"
"Noise Regime 153","Noise Regime",150,7966902.40777038,"150"
"Noise Regime 153","Noise Regime",180,15298810.2627314,"180"
"Noise Regime 154","Noise Regime",0,931504,"0"
"Noise Regime 154","Noise Regime",30,1533470.36912019,"30"
"Noise Regime 154","Noise Regime",60,2494587.44791915,"60"
"Noise Regime 154","Noise Regime",90,5923455.67075044,"90"
"Noise Regime 154","Noise Regime",120,11688810.9984279,"120"
"Noise Regime 154","Noise Regime",150,18486322.2948755,"150"
"Noise Regime 154","Noise Regime",180,37945558.1202475,"180"
"Noise Regime 155","Noise Regime",0,550576.146933894,"0"
"Noise Regime 155","Noise Regime",30,719914.209582408,"30"
"Noise Regime 155","Noise Regime",60,1533161.10071192,"60"
"Noise Regime 155","Noise Regime",90,2309922.34101368,"90"
"Noise Regime 155","Noise Regime",120,5191274.94364131,"120"
"Noise Regime 155","Noise Regime",150,8497111.89784186,"150"
"Noise Regime 155","Noise Regime",180,16269879.2232315,"180"
"Noise Regime 156","Noise Regime",0,573253.307360015,"0"
"Noise Regime 156","Noise Regime",30,873426.463764164,"30"
"Noise Regime 156","Noise Regime",60,1504029.35336912,"60"
"Noise Regime 156","Noise Regime",90,2903218.0887184,"90"
"Noise Regime 156","Noise Regime",120,5412850.59049538,"120"
"Noise Regime 156","Noise Regime",150,12145317.5181318,"150"
"Noise Regime 156","Noise Regime",180,14807481.4068037,"180"
"Noise Regime 157","Noise Regime",0,92012,"0"
"Noise Regime 157","Noise Regime",30,172049.07203172,"30"
"Noise Regime 157","Noise Regime",60,211179.849371507,"60"
"Noise Regime 157","Noise Regime",90,501997.818481393,"90"
"Noise Regime 157","Noise Regime",120,1125603.809165,"120"
"Noise Regime 157","Noise Regime",150,1988185.91679551,"150"
"Noise Regime 157","Noise Regime",180,3574900.84559172,"180"
"Noise Regime 158","Noise Regime",0,43606,"0"
"Noise Regime 158","Noise Regime",30,66669.1687174206,"30"
"Noise Regime 158","Noise Regime",60,139786.377889495,"60"
"Noise Regime 158","Noise Regime",90,288400.637895058,"90"
"Noise Regime 158","Noise Regime",120,541061.32510344,"120"
"Noise Regime 158","Noise Regime",150,836064.19929954,"150"
"Noise Regime 158","Noise Regime",180,1559638.52111669,"180"
"Noise Regime 159","Noise Regime",0,72660.0354449698,"0"
"Noise Regime 159","Noise Regime",30,161520.565835437,"30"
"Noise Regime 159","Noise Regime",60,213094.716154824,"60"
"Noise Regime 159","Noise Regime",90,422403.545879224,"90"
"Noise Regime 159","Noise Regime",120,803436.838840014,"120"
"Noise Regime 159","Noise Regime",150,1156428.42158252,"150"
"Noise Regime 159","Noise Regime",180,2272152.37278017,"180"
"Noise Regime 160","Noise Regime",0,997312.926263772,"0"
"Noise Regime 160","Noise Regime",30,1999882.24770402,"30"
"Noise Regime 160","Noise Regime",60,2894477.56830225,"60"
"Noise Regime 160","Noise Regime",90,6906770.82224867,"90"
"Noise Regime 160","Noise Regime",120,8991913.01542158,"120"
"Noise Regime 160","Noise Regime",150,14318064.3330943,"150"
"Noise Regime 160","Noise Regime",180,24289744.8460417,"180"
"Noise Regime 161","Noise Regime",0,96852.4510499166,"0"
"Noise Regime 161","Noise Regime",30,165457.938249825,"30"
"Noise Regime 161","Noise Regime",60,293957.325576221,"60"
"Noise Regime 161","Noise Regime",90,693620.55223832,"90"
"Noise Regime 161","Noise Regime",120,1204885.05706989,"120"
"Noise Regime 161","Noise Regime",150,1580192.45160307,"150"
"Noise Regime 161","Noise Regime",180,2682392.54655048,"180"
"Noise Regime 162","Noise Regime",0,367896.299281736,"0"
"Noise Regime 162","Noise Regime",30,570958.31035108,"30"
"Noise Regime 162","Noise Regime",60,1193718.4352188,"60"
"Noise Regime 162","Noise Regime",90,1429954.73838566,"90"
"Noise Regime 162","Noise Regime",120,3367611.08533589,"120"
"Noise Regime 162","Noise Regime",150,7261032.98262732,"150"
"Noise Regime 162","Noise Regime",180,12284227.5936701,"180"
"Noise Regime 163","Noise Regime",0,660269.037671203,"0"
"Noise Regime 163","Noise Regime",30,1226236.74304323,"30"
"Noise Regime 163","Noise Regime",60,1634195.76937792,"60"
"Noise Regime 163","Noise Regime",90,3370063.56093228,"90"
"Noise Regime 163","Noise Regime",120,7008614.75127422,"120"
"Noise Regime 163","Noise Regime",150,13000349.8342918,"150"
"Noise Regime 163","Noise Regime",180,19307942.6742456,"180"
"Noise Regime 164","Noise Regime",0,856624.879708071,"0"
"Noise Regime 164","Noise Regime",30,1057535.55410325,"30"
"Noise Regime 164","Noise Regime",60,2318763.71928715,"60"
"Noise Regime 164","Noise Regime",90,5499012.90782013,"90"
"Noise Regime 164","Noise Regime",120,6683549.44112474,"120"
"Noise Regime 164","Noise Regime",150,13412590.2416987,"150"
"Noise Regime 164","Noise Regime",180,28731737.2761812,"180"
"Noise Regime 165","Noise Regime",0,124746,"0"
"Noise Regime 165","Noise Regime",30,244669.820931863,"30"
"Noise Regime 165","Noise Regime",60,350713.743596258,"60"
"Noise Regime 165","Noise Regime",90,736780.669451777,"90"
"Noise Regime 165","Noise Regime",120,1334560.21992444,"120"
"Noise Regime 165","Noise Regime",150,2767433.3271127,"150"
"Noise Regime 165","Noise Regime",180,4520342.32084026,"180"
"Noise Regime 166","Noise Regime",0,1183345.33898429,"0"
"Noise Regime 166","Noise Regime",30,1823794.73935806,"30"
"Noise Regime 166","Noise Regime",60,3441987.9960108,"60"
"Noise Regime 166","Noise Regime",90,6143846.58606061,"90"
"Noise Regime 166","Noise Regime",120,11346476.9960033,"120"
"Noise Regime 166","Noise Regime",150,22857156.1076296,"150"
"Noise Regime 166","Noise Regime",180,34399477.3009512,"180"
"Noise Regime 167","Noise Regime",0,803161,"0"
"Noise Regime 167","Noise Regime",30,1746857.32881469,"30"
"Noise Regime 167","Noise Regime",60,2423772.03957579,"60"
"Noise Regime 167","Noise Regime",90,6105265.90561615,"90"
"Noise Regime 167","Noise Regime",120,7968657.03573894,"120"
"Noise Regime 167","Noise Regime",150,14161429.3443856,"150"
"Noise Regime 167","Noise Regime",180,33964254.8438514,"180"
"Noise Regime 168","Noise Regime",0,564413.960019551,"0"
"Noise Regime 168","Noise Regime",30,988748.634677128,"30"
"Noise Regime 168","Noise Regime",60,1793487.48987012,"60"
"Noise Regime 168","Noise Regime",90,4125513.02019562,"90"
"Noise Regime 168","Noise Regime",120,4511412.17851752,"120"
"Noise Regime 168","Noise Regime",150,8921108.14703027,"150"
"Noise Regime 168","Noise Regime",180,15417430.3261831,"180"
"Noise Regime 169","Noise Regime",0,997058,"0"
"Noise Regime 169","Noise Regime",30,1781331.67603825,"30"
"Noise Regime 169","Noise Regime",60,4195867.81065043,"60"
"Noise Regime 169","Noise Regime",90,5507986.86942446,"90"
"Noise Regime 169","Noise Regime",120,14325645.4894368,"120"
"Noise Regime 169","Noise Regime",150,15792663.1071155,"150"
"Noise Regime 169","Noise Regime",180,43704277.6228359,"180"
"Noise Regime 170","Noise Regime",0,518281,"0"
"Noise Regime 170","Noise Regime",30,919887.629329133,"30"
"Noise Regime 170","Noise Regime",60,2066366.94505912,"60"
"Noise Regime 170","Noise Regime",90,3936758.3794616,"90"
"Noise Regime 170","Noise Regime",120,4274742.61820166,"120"
"Noise Regime 170","Noise Regime",150,15752097.7389168,"150"
"Noise Regime 170","Noise Regime",180,26303256.8091927,"180"
"Noise Regime 171","Noise Regime",0,411433,"0"
"Noise Regime 171","Noise Regime",30,675063.595969788,"30"
"Noise Regime 171","Noise Regime",60,1346953.97935913,"60"
"Noise Regime 171","Noise Regime",90,2765267.67462134,"90"
"Noise Regime 171","Noise Regime",120,4605646.56952997,"120"
"Noise Regime 171","Noise Regime",150,8501930.99402977,"150"
"Noise Regime 171","Noise Regime",180,18398023.6653565,"180"
"Noise Regime 172","Noise Regime",0,386760,"0"
"Noise Regime 172","Noise Regime",30,719989.851760389,"30"
"Noise Regime 172","Noise Regime",60,1133256.48280642,"60"
"Noise Regime 172","Noise Regime",90,2712136.42399196,"90"
"Noise Regime 172","Noise Regime",120,3978450.13886582,"120"
"Noise Regime 172","Noise Regime",150,7268243.77078934,"150"
"Noise Regime 172","Noise Regime",180,16679419.2691672,"180"
"Noise Regime 173","Noise Regime",0,192412,"0"
"Noise Regime 173","Noise Regime",30,333361.390293255,"30"
"Noise Regime 173","Noise Regime",60,500062.151386483,"60"
"Noise Regime 173","Noise Regime",90,1042281.49697932,"90"
"Noise Regime 173","Noise Regime",120,2947717.48445417,"120"
"Noise Regime 173","Noise Regime",150,3843040.60371832,"150"
"Noise Regime 173","Noise Regime",180,8006931.59910162,"180"
"Noise Regime 174","Noise Regime",0,455406.46339956,"0"
"Noise Regime 174","Noise Regime",30,754249.045542454,"30"
"Noise Regime 174","Noise Regime",60,1668704.1449026,"60"
"Noise Regime 174","Noise Regime",90,2333479.25370246,"90"
"Noise Regime 174","Noise Regime",120,3420258.37153225,"120"
"Noise Regime 174","Noise Regime",150,9510111.36933317,"150"
"Noise Regime 174","Noise Regime",180,14725853.8786976,"180"
"Noise Regime 175","Noise Regime",0,678999.911222627,"0"
"Noise Regime 175","Noise Regime",30,1479409.04545634,"30"
"Noise Regime 175","Noise Regime",60,2329339.41805504,"60"
"Noise Regime 175","Noise Regime",90,3821380.71311559,"90"
"Noise Regime 175","Noise Regime",120,8147424.0978262,"120"
"Noise Regime 175","Noise Regime",150,12466136.4299353,"150"
"Noise Regime 175","Noise Regime",180,30560338.5463429,"180"
"Noise Regime 176","Noise Regime",0,703637,"0"
"Noise Regime 176","Noise Regime",30,1191305.85806518,"30"
"Noise Regime 176","Noise Regime",60,1764141.17066696,"60"
"Noise Regime 176","Noise Regime",90,2865861.12778928,"90"
"Noise Regime 176","Noise Regime",120,7825253.32917567,"120"
"Noise Regime 176","Noise Regime",150,15506480.8548661,"150"
"Noise Regime 176","Noise Regime",180,22810871.5740055,"180"
"Noise Regime 177","Noise Regime",0,663119,"0"
"Noise Regime 177","Noise Regime",30,927262.296669435,"30"
"Noise Regime 177","Noise Regime",60,2433803.16343452,"60"
"Noise Regime 177","Noise Regime",90,4357362.50564384,"90"
"Noise Regime 177","Noise Regime",120,5560554.93922734,"120"
"Noise Regime 177","Noise Regime",150,12072396.0318668,"150"
"Noise Regime 177","Noise Regime",180,28081491.9660152,"180"
"Noise Regime 178","Noise Regime",0,541258.4824256,"0"
"Noise Regime 178","Noise Regime",30,1046469.7720524,"30"
"Noise Regime 178","Noise Regime",60,1963212.54296258,"60"
"Noise Regime 178","Noise Regime",90,3861393.18017018,"90"
"Noise Regime 178","Noise Regime",120,6648356.25029648,"120"
"Noise Regime 178","Noise Regime",150,8612818.82694862,"150"
"Noise Regime 178","Noise Regime",180,18705686.3338818,"180"
"Noise Regime 179","Noise Regime",0,762292,"0"
"Noise Regime 179","Noise Regime",30,934963.267474306,"30"
"Noise Regime 179","Noise Regime",60,2243099.03512898,"60"
"Noise Regime 179","Noise Regime",90,5313429.70353847,"90"
"Noise Regime 179","Noise Regime",120,8602144.48578672,"120"
"Noise Regime 179","Noise Regime",150,11929177.5669254,"150"
"Noise Regime 179","Noise Regime",180,28802429.1536636,"180"
"Noise Regime 180","Noise Regime",0,743035.111684592,"0"
"Noise Regime 180","Noise Regime",30,1618592.17052115,"30"
"Noise Regime 180","Noise Regime",60,1731519.78217592,"60"
"Noise Regime 180","Noise Regime",90,3774216.27357373,"90"
"Noise Regime 180","Noise Regime",120,7285917.16991539,"120"
"Noise Regime 180","Noise Regime",150,9213620.85924858,"150"
"Noise Regime 180","Noise Regime",180,24588690.5335725,"180"
"Noise Regime 181","Noise Regime",0,504456.890044611,"0"
"Noise Regime 181","Noise Regime",30,387061.73221565,"30"
"Noise Regime 181","Noise Regime",60,1534249.83559998,"60"
"Noise Regime 181","Noise Regime",90,2630973.53158457,"90"
"Noise Regime 181","Noise Regime",120,4623468.35244892,"120"
"Noise Regime 181","Noise Regime",150,7754954.93204746,"150"
"Noise Regime 181","Noise Regime",180,12351869.2098096,"180"
"Noise Regime 182","Noise Regime",0,855578,"0"
"Noise Regime 182","Noise Regime",30,1721433.68580338,"30"
"Noise Regime 182","Noise Regime",60,3012190.32522316,"60"
"Noise Regime 182","Noise Regime",90,6011557.81848259,"90"
"Noise Regime 182","Noise Regime",120,8587323.57698687,"120"
"Noise Regime 182","Noise Regime",150,15687255.3600724,"150"
"Noise Regime 182","Noise Regime",180,32731789.2497656,"180"
"Noise Regime 183","Noise Regime",0,281034.509569663,"0"
"Noise Regime 183","Noise Regime",30,455487.574501169,"30"
"Noise Regime 183","Noise Regime",60,790434.051267121,"60"
"Noise Regime 183","Noise Regime",90,1587810.22767608,"90"
"Noise Regime 183","Noise Regime",120,2359096.9155923,"120"
"Noise Regime 183","Noise Regime",150,5447487.34499589,"150"
"Noise Regime 183","Noise Regime",180,7219859.17484359,"180"
"Noise Regime 184","Noise Regime",0,91710,"0"
"Noise Regime 184","Noise Regime",30,173284.263210111,"30"
"Noise Regime 184","Noise Regime",60,232874.793536759,"60"
"Noise Regime 184","Noise Regime",90,535551.210616427,"90"
"Noise Regime 184","Noise Regime",120,744439.376528918,"120"
"Noise Regime 184","Noise Regime",150,1665327.19231334,"150"
"Noise Regime 184","Noise Regime",180,2965681.51635885,"180"
"Noise Regime 185","Noise Regime",0,41386,"0"
"Noise Regime 185","Noise Regime",30,66716.3198833643,"30"
"Noise Regime 185","Noise Regime",60,162583.48333648,"60"
"Noise Regime 185","Noise Regime",90,313058.981330178,"90"
"Noise Regime 185","Noise Regime",120,531036.447640554,"120"
"Noise Regime 185","Noise Regime",150,645323.849844257,"150"
"Noise Regime 185","Noise Regime",180,1804725.57554275,"180"
"Noise Regime 186","Noise Regime",0,650480,"0"
"Noise Regime 186","Noise Regime",30,1315831.47539098,"30"
"Noise Regime 186","Noise Regime",60,2090387.5378114,"60"
"Noise Regime 186","Noise Regime",90,3846420.6094245,"90"
"Noise Regime 186","Noise Regime",120,7305260.20869961,"120"
"Noise Regime 186","Noise Regime",150,13903865.7596209,"150"
"Noise Regime 186","Noise Regime",180,25275586.69962,"180"
"Noise Regime 187","Noise Regime",0,947906,"0"
"Noise Regime 187","Noise Regime",30,1801514.02075866,"30"
"Noise Regime 187","Noise Regime",60,3426042.61829423,"60"
"Noise Regime 187","Noise Regime",90,5461539.17379516,"90"
"Noise Regime 187","Noise Regime",120,9347703.45997313,"120"
"Noise Regime 187","Noise Regime",150,15133659.8699764,"150"
"Noise Regime 187","Noise Regime",180,30899457.745857,"180"
"Noise Regime 188","Noise Regime",0,724370,"0"
"Noise Regime 188","Noise Regime",30,1437631.4823024,"30"
"Noise Regime 188","Noise Regime",60,2537576.9140276,"60"
"Noise Regime 188","Noise Regime",90,3324731.78151137,"90"
"Noise Regime 188","Noise Regime",120,8364991.79226285,"120"
"Noise Regime 188","Noise Regime",150,15731709.5500912,"150"
"Noise Regime 188","Noise Regime",180,25471721.3815649,"180"
"Noise Regime 189","Noise Regime",0,33777,"0"
"Noise Regime 189","Noise Regime",30,58837.2896560185,"30"
"Noise Regime 189","Noise Regime",60,95203.9301942408,"60"
"Noise Regime 189","Noise Regime",90,217372.999254943,"90"
"Noise Regime 189","Noise Regime",120,303926.502165802,"120"
"Noise Regime 189","Noise Regime",150,618346.051052429,"150"
"Noise Regime 189","Noise Regime",180,1066776.11005948,"180"
"Noise Regime 190","Noise Regime",0,483227,"0"
"Noise Regime 190","Noise Regime",30,816408.702307993,"30"
"Noise Regime 190","Noise Regime",60,1435925.05012316,"60"
"Noise Regime 190","Noise Regime",90,2812235.53624967,"90"
"Noise Regime 190","Noise Regime",120,4060383.38784664,"120"
"Noise Regime 190","Noise Regime",150,9867614.40380533,"150"
"Noise Regime 190","Noise Regime",180,19361599.9452359,"180"
"Noise Regime 191","Noise Regime",0,338163,"0"
"Noise Regime 191","Noise Regime",30,822468.884264365,"30"
"Noise Regime 191","Noise Regime",60,1163080.10444153,"60"
"Noise Regime 191","Noise Regime",90,2062100.28905255,"90"
"Noise Regime 191","Noise Regime",120,3616660.26270305,"120"
"Noise Regime 191","Noise Regime",150,7294169.27585728,"150"
"Noise Regime 191","Noise Regime",180,12445426.6726056,"180"
"Noise Regime 192","Noise Regime",0,657210,"0"
"Noise Regime 192","Noise Regime",30,1135637.55313806,"30"
"Noise Regime 192","Noise Regime",60,2077392.23206729,"60"
"Noise Regime 192","Noise Regime",90,3527605.7657829,"90"
"Noise Regime 192","Noise Regime",120,8411804.10856973,"120"
"Noise Regime 192","Noise Regime",150,13386300.6756884,"150"
"Noise Regime 192","Noise Regime",180,21263780.5930491,"180"
"Noise Regime 193","Noise Regime",0,240971.406323373,"0"
"Noise Regime 193","Noise Regime",30,408554.801374915,"30"
"Noise Regime 193","Noise Regime",60,805831.230359326,"60"
"Noise Regime 193","Noise Regime",90,1196732.08744161,"90"
"Noise Regime 193","Noise Regime",120,2448434.82175056,"120"
"Noise Regime 193","Noise Regime",150,3909309.23472583,"150"
"Noise Regime 193","Noise Regime",180,6891151.52122953,"180"
"Noise Regime 194","Noise Regime",0,669757.388768584,"0"
"Noise Regime 194","Noise Regime",30,1027354.22538148,"30"
"Noise Regime 194","Noise Regime",60,2112057.27663694,"60"
"Noise Regime 194","Noise Regime",90,2867061.00753114,"90"
"Noise Regime 194","Noise Regime",120,6718831.06732776,"120"
"Noise Regime 194","Noise Regime",150,15426024.1046512,"150"
"Noise Regime 194","Noise Regime",180,19780090.6892292,"180"
"Noise Regime 195","Noise Regime",0,524696.644275883,"0"
"Noise Regime 195","Noise Regime",30,1049185.12004507,"30"
"Noise Regime 195","Noise Regime",60,2254679.38015503,"60"
"Noise Regime 195","Noise Regime",90,3291592.622372,"90"
"Noise Regime 195","Noise Regime",120,5893721.56598256,"120"
"Noise Regime 195","Noise Regime",150,12724224.6640838,"150"
"Noise Regime 195","Noise Regime",180,16974953.7926453,"180"
"Noise Regime 196","Noise Regime",0,577566,"0"
"Noise Regime 196","Noise Regime",30,762654.654122068,"30"
"Noise Regime 196","Noise Regime",60,2437295.73719564,"60"
"Noise Regime 196","Noise Regime",90,3192725.27541719,"90"
"Noise Regime 196","Noise Regime",120,5929379.1609538,"120"
"Noise Regime 196","Noise Regime",150,9872954.50804801,"150"
"Noise Regime 196","Noise Regime",180,21594917.4597495,"180"
"Noise Regime 197","Noise Regime",0,244147,"0"
"Noise Regime 197","Noise Regime",30,445846.738933295,"30"
"Noise Regime 197","Noise Regime",60,926278.931456349,"60"
"Noise Regime 197","Noise Regime",90,1474624.97512764,"90"
