"ID","Dilution Batch Name","x","y","Sample Name"
"Saturation 154","Saturation",60,352598.268479544,"60"
"Saturation 154","Saturation",90,407749.961884027,"90"
"Saturation 154","Saturation",120,476467.268859558,"120"
"Saturation 154","Saturation",150,503873.87035307,"150"
"Saturation 154","Saturation",180,524410.902592571,"180"
"Saturation 155","Saturation",0,7762.32,"0"
"Saturation 155","Saturation",30,344415.639017353,"30"
"Saturation 155","Saturation",60,544864.202307402,"60"
"Saturation 155","Saturation",90,602274.726346378,"90"
"Saturation 155","Saturation",120,674032.738922664,"120"
"Saturation 155","Saturation",150,725606.017827411,"150"
"Saturation 155","Saturation",180,744164.394383832,"180"
"Saturation 156","Saturation",0,7342.14586203534,"0"
"Saturation 156","Saturation",30,260280.472876373,"30"
"Saturation 156","Saturation",60,418733.116114459,"60"
"Saturation 156","Saturation",90,492243.161487068,"90"
"Saturation 156","Saturation",120,538054.131420477,"120"
"Saturation 156","Saturation",150,566267.339747261,"150"
"Saturation 156","Saturation",180,586500.255138654,"180"
"Saturation 157","Saturation",0,4638.35,"0"
"Saturation 157","Saturation",30,202188.661193026,"30"
"Saturation 157","Saturation",60,301258.805105,"60"
"Saturation 157","Saturation",90,369615.82329499,"90"
"Saturation 157","Saturation",120,413096.594756356,"120"
"Saturation 157","Saturation",150,434058.460408745,"150"
"Saturation 157","Saturation",180,443413.210216994,"180"
"Saturation 158","Saturation",0,1165.71279286691,"0"
"Saturation 158","Saturation",30,52242.0385396153,"30"
"Saturation 158","Saturation",60,77031.1510405191,"60"
"Saturation 158","Saturation",90,95717.8663199943,"90"
"Saturation 158","Saturation",120,101317.205893332,"120"
"Saturation 158","Saturation",150,108337.247169312,"150"
"Saturation 158","Saturation",180,111039.154834544,"180"
"Saturation 159","Saturation",0,857.483096810646,"0"
"Saturation 159","Saturation",30,32646.5893486811,"30"
"Saturation 159","Saturation",60,52491.5821778127,"60"
"Saturation 159","Saturation",90,64673.0822314263,"90"
"Saturation 159","Saturation",120,71044.4759284352,"120"
"Saturation 159","Saturation",150,75741.8031916779,"150"
"Saturation 159","Saturation",180,77293.1588289249,"180"
"Saturation 160","Saturation",0,6573.98,"0"
"Saturation 160","Saturation",30,269088.949790795,"30"
"Saturation 160","Saturation",60,428114.114434638,"60"
"Saturation 160","Saturation",90,485495.428193067,"90"
"Saturation 160","Saturation",120,563360.043310228,"120"
"Saturation 160","Saturation",150,609774.167440288,"150"
"Saturation 160","Saturation",180,628443.523000546,"180"
"Saturation 161","Saturation",0,3798.95,"0"
"Saturation 161","Saturation",30,152512.909883874,"30"
"Saturation 161","Saturation",60,256716.031248647,"60"
"Saturation 161","Saturation",90,318503.964294768,"90"
"Saturation 161","Saturation",120,333604.986434564,"120"
"Saturation 161","Saturation",150,358314.064018178,"150"
"Saturation 161","Saturation",180,363969.250738048,"180"
"Saturation 162","Saturation",0,1501.81900049115,"0"
"Saturation 162","Saturation",30,54825.6271428637,"30"
"Saturation 162","Saturation",60,93384.6301692321,"60"
"Saturation 162","Saturation",90,117090.190600129,"90"
"Saturation 162","Saturation",120,124185.015277439,"120"
"Saturation 162","Saturation",150,132535.602984083,"150"
"Saturation 162","Saturation",180,136190.257626512,"180"
"Saturation 163","Saturation",0,8150.23034673206,"0"
"Saturation 163","Saturation",30,335765.981207096,"30"
"Saturation 163","Saturation",60,469297.413737093,"60"
"Saturation 163","Saturation",90,611550.393217714,"90"
"Saturation 163","Saturation",120,662147.760473396,"120"
"Saturation 163","Saturation",150,711672.931452189,"150"
"Saturation 163","Saturation",180,740405.486716317,"180"
"Saturation 164","Saturation",0,3959.82647651443,"0"
"Saturation 164","Saturation",30,138530.306006877,"30"
"Saturation 164","Saturation",60,228088.23031909,"60"
"Saturation 164","Saturation",90,288384.165399917,"90"
"Saturation 164","Saturation",120,310619.800017383,"120"
"Saturation 164","Saturation",150,326138.805165137,"150"
"Saturation 164","Saturation",180,345467.908350614,"180"
"Saturation 165","Saturation",0,8262.3,"0"
"Saturation 165","Saturation",30,282385.165918314,"30"
"Saturation 165","Saturation",60,593369.580553093,"60"
"Saturation 165","Saturation",90,725367.276227703,"90"
"Saturation 165","Saturation",120,728801.55206313,"120"
"Saturation 165","Saturation",150,773985.320586453,"150"
"Saturation 165","Saturation",180,797341.028211626,"180"
"Saturation 166","Saturation",0,7317.53,"0"
"Saturation 166","Saturation",30,257205.851071535,"30"
"Saturation 166","Saturation",60,459939.193955301,"60"
"Saturation 166","Saturation",90,592919.47684278,"90"
"Saturation 166","Saturation",120,639639.393998496,"120"
"Saturation 166","Saturation",150,677707.019103623,"150"
"Saturation 166","Saturation",180,700204.681273693,"180"
"Saturation 167","Saturation",0,4412.93073664935,"0"
"Saturation 167","Saturation",30,142003.664492283,"30"
"Saturation 167","Saturation",60,253725.411064673,"60"
"Saturation 167","Saturation",90,307833.6676956,"90"
"Saturation 167","Saturation",120,343521.430920434,"120"
"Saturation 167","Saturation",150,370048.283701827,"150"
"Saturation 167","Saturation",180,374430.194467544,"180"
"Saturation 168","Saturation",0,8425.39,"0"
"Saturation 168","Saturation",30,313349.288102812,"30"
"Saturation 168","Saturation",60,562323.720295666,"60"
"Saturation 168","Saturation",90,652098.090527231,"90"
"Saturation 168","Saturation",120,744487.535400044,"120"
"Saturation 168","Saturation",150,780880.886696015,"150"
"Saturation 168","Saturation",180,799431.61970018,"180"
"Saturation 169","Saturation",0,5139.84005840752,"0"
"Saturation 169","Saturation",30,220875.505007423,"30"
"Saturation 169","Saturation",60,296142.491744086,"60"
"Saturation 169","Saturation",90,343757.243792728,"90"
"Saturation 169","Saturation",120,392696.353745053,"120"
"Saturation 169","Saturation",150,422551.258803847,"150"
"Saturation 169","Saturation",180,439225.60076714,"180"
"Saturation 170","Saturation",0,649.537424458485,"0"
"Saturation 170","Saturation",30,24569.4232370077,"30"
"Saturation 170","Saturation",60,34099.6861667127,"60"
"Saturation 170","Saturation",90,43930.9166082845,"90"
"Saturation 170","Saturation",120,49971.4070362775,"120"
"Saturation 170","Saturation",150,52049.2012300491,"150"
"Saturation 170","Saturation",180,53347.284554807,"180"
"Saturation 171","Saturation",0,1914.72,"0"
"Saturation 171","Saturation",30,70142.7499234963,"30"
"Saturation 171","Saturation",60,133562.63600489,"60"
"Saturation 171","Saturation",90,145585.543417985,"90"
"Saturation 171","Saturation",120,165386.044304671,"120"
"Saturation 171","Saturation",150,178942.45447984,"150"
"Saturation 171","Saturation",180,181875.551509652,"180"
"Saturation 172","Saturation",0,8162.14682418893,"0"
"Saturation 172","Saturation",30,321806.066785143,"30"
"Saturation 172","Saturation",60,499136.194122041,"60"
"Saturation 172","Saturation",90,602257.547289822,"90"
"Saturation 172","Saturation",120,663386.093056912,"120"
"Saturation 172","Saturation",150,698507.507568642,"150"
"Saturation 172","Saturation",180,706660.639286679,"180"
"Saturation 173","Saturation",0,5935.31670888747,"0"
"Saturation 173","Saturation",30,257294.791756926,"30"
"Saturation 173","Saturation",60,357992.75178634,"60"
"Saturation 173","Saturation",90,457013.600358343,"90"
"Saturation 173","Saturation",120,502991.041421593,"120"
"Saturation 173","Saturation",150,548077.242883453,"150"
"Saturation 173","Saturation",180,563564.109695416,"180"
"Saturation 174","Saturation",0,8261.71,"0"
"Saturation 174","Saturation",30,355923.287731202,"30"
"Saturation 174","Saturation",60,572233.45474875,"60"
"Saturation 174","Saturation",90,660247.005273358,"90"
"Saturation 174","Saturation",120,718536.059264207,"120"
"Saturation 174","Saturation",150,757957.891339497,"150"
"Saturation 174","Saturation",180,787769.072705025,"180"
"Saturation 175","Saturation",0,2875,"0"
"Saturation 175","Saturation",30,121510.390051618,"30"
"Saturation 175","Saturation",60,200542.95382576,"60"
"Saturation 175","Saturation",90,232643.697096093,"90"
"Saturation 175","Saturation",120,258914.821828889,"120"
"Saturation 175","Saturation",150,261995.427832124,"150"
"Saturation 175","Saturation",180,274810.364249767,"180"
"Saturation 176","Saturation",0,6769.84564221925,"0"
"Saturation 176","Saturation",30,231788.008043092,"30"
"Saturation 176","Saturation",60,424512.228741308,"60"
"Saturation 176","Saturation",90,500340.266462987,"90"
"Saturation 176","Saturation",120,550467.910841506,"120"
"Saturation 176","Saturation",150,581874.569797774,"150"
"Saturation 176","Saturation",180,596527.846489149,"180"
"Saturation 177","Saturation",0,5055.48951118057,"0"
"Saturation 177","Saturation",30,188563.446166821,"30"
"Saturation 177","Saturation",60,317688.669779582,"60"
"Saturation 177","Saturation",90,369945.143958275,"90"
"Saturation 177","Saturation",120,410177.05486187,"120"
"Saturation 177","Saturation",150,425346.918408393,"150"
"Saturation 177","Saturation",180,446032.853213435,"180"
"Saturation 178","Saturation",0,4706.45032763292,"0"
"Saturation 178","Saturation",30,171685.221069259,"30"
"Saturation 178","Saturation",60,269228.245511727,"60"
"Saturation 178","Saturation",90,340361.531625755,"90"
"Saturation 178","Saturation",120,356751.56409567,"120"
"Saturation 178","Saturation",150,390032.268549039,"150"
"Saturation 178","Saturation",180,401282.29279589,"180"
"Saturation 179","Saturation",0,7547.2933095578,"0"
"Saturation 179","Saturation",30,240028.040287442,"30"
"Saturation 179","Saturation",60,483712.946998952,"60"
"Saturation 179","Saturation",90,560993.798892826,"90"
"Saturation 179","Saturation",120,620883.321149931,"120"
"Saturation 179","Saturation",150,664214.074346977,"150"
"Saturation 179","Saturation",180,691211.292557165,"180"
"Saturation 180","Saturation",0,5365.3481357768,"0"
"Saturation 180","Saturation",30,211456.014281553,"30"
"Saturation 180","Saturation",60,303971.852864395,"60"
"Saturation 180","Saturation",90,372846.037833016,"90"
"Saturation 180","Saturation",120,419625.509735262,"120"
"Saturation 180","Saturation",150,462663.958219435,"150"
"Saturation 180","Saturation",180,474344.554271409,"180"
"Saturation 181","Saturation",0,3354.79125133074,"0"
"Saturation 181","Saturation",30,137657.8211324,"30"
"Saturation 181","Saturation",60,216053.899865896,"60"
"Saturation 181","Saturation",90,242004.070119358,"90"
"Saturation 181","Saturation",120,274184.093729333,"120"
"Saturation 181","Saturation",150,289653.696708742,"150"
"Saturation 181","Saturation",180,298606.654257566,"180"
"Saturation 182","Saturation",0,5636.06468227703,"0"
"Saturation 182","Saturation",30,203026.651402037,"30"
"Saturation 182","Saturation",60,359813.177058461,"60"
"Saturation 182","Saturation",90,428211.872057834,"90"
"Saturation 182","Saturation",120,471502.284596595,"120"
"Saturation 182","Saturation",150,494634.928980321,"150"
"Saturation 182","Saturation",180,507275.66604324,"180"
"Saturation 183","Saturation",0,9005.38478999601,"0"
"Saturation 183","Saturation",30,343691.055953783,"30"
"Saturation 183","Saturation",60,511007.386469564,"60"
"Saturation 183","Saturation",90,643873.644733722,"90"
"Saturation 183","Saturation",120,700840.762609884,"120"
"Saturation 183","Saturation",150,750636.041798565,"150"
"Saturation 183","Saturation",180,781742.144043391,"180"
"Saturation 184","Saturation",0,4710.37,"0"
"Saturation 184","Saturation",30,214082.973209673,"30"
"Saturation 184","Saturation",60,298626.624197914,"60"
"Saturation 184","Saturation",90,353185.157502358,"90"
"Saturation 184","Saturation",120,413081.290378678,"120"
"Saturation 184","Saturation",150,443468.884231188,"150"
"Saturation 184","Saturation",180,452953.157871971,"180"
"Saturation 185","Saturation",0,9422.974550931,"0"
"Saturation 185","Saturation",30,309569.837783316,"30"
"Saturation 185","Saturation",60,543636.946692162,"60"
"Saturation 185","Saturation",90,625677.062031488,"90"
"Saturation 185","Saturation",120,704268.808050057,"120"
"Saturation 185","Saturation",150,761664.850482448,"150"
"Saturation 185","Saturation",180,772151.524208719,"180"
"Saturation 186","Saturation",0,5286.87,"0"
"Saturation 186","Saturation",30,203936.149068379,"30"
"Saturation 186","Saturation",60,386541.984290798,"60"
"Saturation 186","Saturation",90,406210.939459678,"90"
"Saturation 186","Saturation",120,466403.74108945,"120"
"Saturation 186","Saturation",150,495482.52153558,"150"
"Saturation 186","Saturation",180,509538.493207572,"180"
"Saturation 187","Saturation",0,1340.31,"0"
"Saturation 187","Saturation",30,51531.6869059921,"30"
"Saturation 187","Saturation",60,86198.7265676104,"60"
"Saturation 187","Saturation",90,103607.618810213,"90"
"Saturation 187","Saturation",120,119124.872669895,"120"
"Saturation 187","Saturation",150,125917.992447781,"150"
"Saturation 187","Saturation",180,130081.917313149,"180"
"Saturation 188","Saturation",0,7176.61,"0"
"Saturation 188","Saturation",30,324131.895606014,"30"
"Saturation 188","Saturation",60,491087.414652765,"60"
"Saturation 188","Saturation",90,566404.922427341,"90"
"Saturation 188","Saturation",120,612788.970499988,"120"
"Saturation 188","Saturation",150,671647.184382342,"150"
"Saturation 188","Saturation",180,692150.821167717,"180"
"Saturation 189","Saturation",0,7584.5771559551,"0"
"Saturation 189","Saturation",30,284038.973734949,"30"
"Saturation 189","Saturation",60,475415.798199847,"60"
"Saturation 189","Saturation",90,556527.992857549,"90"
"Saturation 189","Saturation",120,613476.110173106,"120"
"Saturation 189","Saturation",150,652914.372081199,"150"
"Saturation 189","Saturation",180,671495.805307674,"180"
"Saturation 190","Saturation",0,748.29,"0"
"Saturation 190","Saturation",30,30983.9161648004,"30"
"Saturation 190","Saturation",60,49432.6183707974,"60"
"Saturation 190","Saturation",90,62296.2091552149,"90"
"Saturation 190","Saturation",120,64133.205357836,"120"
"Saturation 190","Saturation",150,69313.1670213738,"150"
"Saturation 190","Saturation",180,71942.1845733081,"180"
"Saturation 191","Saturation",0,8114.55841411579,"0"
"Saturation 191","Saturation",30,315846.888482107,"30"
"Saturation 191","Saturation",60,490809.380383721,"60"
"Saturation 191","Saturation",90,614498.211762082,"90"
"Saturation 191","Saturation",120,682714.039673064,"120"
"Saturation 191","Saturation",150,707039.57699356,"150"
"Saturation 191","Saturation",180,731557.104493012,"180"
"Saturation 192","Saturation",0,10300.7629158535,"0"
"Saturation 192","Saturation",30,422713.928018478,"30"
"Saturation 192","Saturation",60,616245.576363982,"60"
"Saturation 192","Saturation",90,737216.379495817,"90"
"Saturation 192","Saturation",120,837458.068448198,"120"
"Saturation 192","Saturation",150,864291.864380814,"150"
"Saturation 192","Saturation",180,898925.979529733,"180"
"Saturation 193","Saturation",0,4466.57437917652,"0"
"Saturation 193","Saturation",30,146577.039917074,"30"
"Saturation 193","Saturation",60,265965.346355464,"60"
"Saturation 193","Saturation",90,325231.20010725,"90"
"Saturation 193","Saturation",120,354752.124526779,"120"
"Saturation 193","Saturation",150,375747.087393036,"150"
"Saturation 193","Saturation",180,394337.044676624,"180"
"Saturation 194","Saturation",0,9757.08,"0"
"Saturation 194","Saturation",30,419366.139887283,"30"
"Saturation 194","Saturation",60,600816.985658146,"60"
"Saturation 194","Saturation",90,750681.698700118,"90"
"Saturation 194","Saturation",120,865610.522643402,"120"
"Saturation 194","Saturation",150,899046.723322718,"150"
"Saturation 194","Saturation",180,940218.541667372,"180"
"Saturation 195","Saturation",0,4480.70670694553,"0"
"Saturation 195","Saturation",30,164060.066939583,"30"
"Saturation 195","Saturation",60,255018.259571364,"60"
"Saturation 195","Saturation",90,339250.461384676,"90"
"Saturation 195","Saturation",120,366290.205486327,"120"
"Saturation 195","Saturation",150,384270.821793012,"150"
"Saturation 195","Saturation",180,397593.596499954,"180"
"Saturation 196","Saturation",0,2027.48,"0"
"Saturation 196","Saturation",30,78479.9634975841,"30"
"Saturation 196","Saturation",60,128241.501607257,"60"
"Saturation 196","Saturation",90,153342.737943808,"90"
"Saturation 196","Saturation",120,180823.475644151,"120"
"Saturation 196","Saturation",150,188596.598714838,"150"
"Saturation 196","Saturation",180,194401.905129524,"180"
"Saturation 197","Saturation",0,8404.3,"0"
"Saturation 197","Saturation",30,323050.669231126,"30"
"Saturation 197","Saturation",60,573586.853779413,"60"
"Saturation 197","Saturation",90,638897.578721021,"90"
"Saturation 197","Saturation",120,744453.976137117,"120"
"Saturation 197","Saturation",150,773502.933220198,"150"
"Saturation 197","Saturation",180,806218.641748967,"180"
"Saturation 198","Saturation",0,3118.99,"0"
"Saturation 198","Saturation",30,149326.12366014,"30"
"Saturation 198","Saturation",60,210924.015877417,"60"
"Saturation 198","Saturation",90,231627.808463738,"90"
"Saturation 198","Saturation",120,274716.025321232,"120"
"Saturation 198","Saturation",150,288122.62999313,"150"
"Saturation 198","Saturation",180,296505.504011773,"180"
"Saturation 199","Saturation",0,8967.17856364958,"0"
"Saturation 199","Saturation",30,354008.811844433,"30"
"Saturation 199","Saturation",60,633904.124969774,"60"
"Saturation 199","Saturation",90,651095.213583095,"90"
"Saturation 199","Saturation",120,784868.189590805,"120"
"Saturation 199","Saturation",150,814105.787920686,"150"
"Saturation 199","Saturation",180,845933.675100385,"180"
"Saturation 200","Saturation",0,8568.14,"0"
"Saturation 200","Saturation",30,301686.01025964,"30"
"Saturation 200","Saturation",60,553884.980240406,"60"
"Saturation 200","Saturation",90,733127.090493953,"90"
"Saturation 200","Saturation",120,766489.572881331,"120"
"Saturation 200","Saturation",150,809701.00544558,"150"
"Saturation 200","Saturation",180,825239.112042379,"180"
